chunk_id,document_title,chunk_index,old_summary_preview,new_summary_preview,status
doc_c9f8c5cc-ed25-471a-81a0-2671ad2aa1fa_5,HASIL SELEKSI TAHAP III (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,5,This document is a declaration form for male students of Poltekkes Kemenkes Yogy,"Dokumen ini berisi beberapa surat pernyataan. Pertama, surat pernyataan kesediaa",fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_4,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,4,This document outlines uniform costs for various nursing and RMIK programs. For ,Dokumen ini berisi rincian biaya seragam dan SPP/UKT untuk berbagai jurusan dan ,fixed
doc_c9f8c5cc-ed25-471a-81a0-2671ad2aa1fa_3,HASIL SELEKSI TAHAP III (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,3,"This document, dated May 13, 2026, from Yogyakarta, concerns the payment amounts",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_c9f8c5cc-ed25-471a-81a0-2671ad2aa1fa_2,HASIL SELEKSI TAHAP III (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,2,This document outlines the academic programs and important dates for new student,Dokumen ini berisi informasi mengenai program studi di Poltekkes Kemenkes Yogyak,fixed
doc_c9f8c5cc-ed25-471a-81a0-2671ad2aa1fa_6,HASIL SELEKSI TAHAP III (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,6,This document contains two statements of willingness from parents/guardians for ,Dokumen ini berisi Surat Pernyataan Kesediaan Membayar Uang Kuliah Tunggal yang ,fixed
doc_7c223294-5606-4b4b-bb32-4c561a34b059_5,PENGUMUMAN  PEMANGGILAN CAD 1 SPMB BERSAMA_18 Mei 2026,5,This document outlines a health examination checklist covering various body part,"Dokumen ini berisi daftar pemeriksaan kesehatan yang meliputi mata (visus, buta ",fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_5,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,5,This document details uniform costs for DIII Sanitasi Reguler and STR Sanitasi R,Berikut adalah rincian biaya seragam untuk DIII Sanitasi Reguler dan S.Tr. Sanit,fixed
doc_b915dd77-9e81-4951-bbe2-1e960af6970f_0,PENGUMUMAN hasil konversi atau asesment SPMB Mandiri STR Kebidanan RPL 2026,0,This announcement (KH.01.01/F.XIX/2977/2026) details the conversion/assessment r,Pengumuman Nomor: KH.01.01/F.XIX/2977/2026 ini berisi hasil konversi/asesmen SPM,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_4,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,4,"This document details uniform costs for various D.III and S.Tr. programs, includ","Dokumen ini berisi rincian biaya seragam, SPP/UKT, dan total biaya untuk berbaga",fixed
doc_c9f8c5cc-ed25-471a-81a0-2671ad2aa1fa_4,HASIL SELEKSI TAHAP III (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI PENDIDIKAN PROFESI GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,4,This document chunk outlines a registration form requiring personal details such,Dokumen ini berisi beberapa formulir dan surat pernyataan. Formulir pertama menc,fixed
doc_7c223294-5606-4b4b-bb32-4c561a34b059_1,PENGUMUMAN  PEMANGGILAN CAD 1 SPMB BERSAMA_18 Mei 2026,1,Participants can undergo health tests at Klinik Pratama Poltekkes Kemenkes Yogya,Peserta dapat melakukan uji kesehatan (pemeriksaan fisik) di Klinik Pratama Polt,fixed
doc_7c223294-5606-4b4b-bb32-4c561a34b059_4,PENGUMUMAN  PEMANGGILAN CAD 1 SPMB BERSAMA_18 Mei 2026,4,"This document is a 2026 application form for Poltekkes Kemenkes Yogyakarta, requ",Dokumen ini berisi formulir wawancara tertulis dan formulir pemeriksaan kesehata,fixed
doc_7c223294-5606-4b4b-bb32-4c561a34b059_3,PENGUMUMAN  PEMANGGILAN CAD 1 SPMB BERSAMA_18 Mei 2026,3,"The test will be conducted online at 09:00 WIB, requiring participants to join a",Berikut adalah tata cara pelaksanaan tes online: peserta harus bergabung ke Zoom,fixed
doc_7c223294-5606-4b4b-bb32-4c561a34b059_2,PENGUMUMAN  PEMANGGILAN CAD 1 SPMB BERSAMA_18 Mei 2026,2,"For the Prodi Rekam Medis dan Informasi Kesehatan Program Diploma Tiga, scanned ","Peserta diwajibkan membayar Rp 10.000, mengunggah pindaian formulir WAWANCARA TE",fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_12,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,12,"This document, dated May 15, 2026, from Yogyakarta, is signed electronically by ",Dokumen ini berisi daftar nomor pendaftaran untuk Program Studi Keperawatan Prog,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_7,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,7,"This document, dated May 15, 2026, from the Politeknik Kesehatan Yogyakarta, sig",Dokumen ini berisi daftar nomor pendaftaran untuk tiga program studi di Politekn,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_10,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,10,"This document, dated May 15, 2026, from the Politeknik Kesehatan Yogyakarta, lis",Dokumen ini berisi daftar nomor pendaftaran untuk beberapa program studi di Poli,fixed
doc_7c223294-5606-4b4b-bb32-4c561a34b059_0,PENGUMUMAN  PEMANGGILAN CAD 1 SPMB BERSAMA_18 Mei 2026,0,"This announcement, dated May 18, 2026, concerns the Reserve I selection for new ",Berdasarkan hasil rapat nominasi Panitia SPMB Poltekkes Kemenkes Yogyakarta pada,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_9,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,9,"This document chunk, dated Yogyakarta, May 15, 2026, contains a list of registra",Dokumen ini berisi daftar nomor pendaftaran untuk Program Studi Kebidanan Progra,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_6,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,6,This document outlines tuition fees (SPP/UKT) and dormitory costs for various pr,Berikut adalah rincian biaya untuk berbagai program studi: - S.Tr TLM: Seragam R,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_1,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,1,This document outlines the re-registration process for new students at Politekni,Potensi suap atau gratifikasi dapat dilaporkan melalui HALO KEMENKES 1500567 dan,fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_6,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,6,"This document, signed electronically on June 4, 2026, by Dr. Iswanto, S.Pd, M.Ke","Dokumen ini berisi rincian biaya seragam, SPP/UKT, dan asrama untuk berbagai jur",fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_0,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,0,"Based on a nomination meeting held on May 19, 2026, Poltekkes Kemenkes Yogyakart",Berdasarkan rapat nominasi Panitia SPMB Poltekkes Kemenkes Yogyakarta pada 19 Me,fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_8,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,8,"This document contains two ""Surat Pernyataan"" (Statements of Declaration), one f",Dokumen ini berisi dua surat pernyataan yang ditandatangani secara elektronik me,fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_3,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,3,This document chunk repeatedly states that it has been electronically signed usi,Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_4,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,4,"This document outlines uniform costs for various D.III and S.Tr. programs, inclu",Berikut adalah rincian biaya seragam dan SPP/UKT untuk berbagai jurusan dan prog,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_13,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,13,"This document chunk contains sections for school origin address, parent and guar","Dokumen ini berisi formulir data orang tua dan wali, surat pernyataan tidak meng",fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_11,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,11,This document chunk lists registration numbers for the Diploma Three Nursing Pro,Dokumen ini berisi daftar nomor pendaftaran untuk PROGRAM STUDI KEPERAWATAN PROG,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_8,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,8,"This document, dated Yogyakarta, May 15, 2026, is a list of registration numbers",Dokumen ini berisi daftar nomor pendaftaran untuk PROGRAM STUDI SANITASI PROGRAM,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_3,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,3,This document chunk indicates that the document has been electronically signed u,Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_15,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,15,This document is a Parental Consent Letter for a prospective nursing or midwifer,Dokumen ini berisi Lampiran 3 dan Lampiran 4. Lampiran 3 adalah surat pernyataan,fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_2,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,2,"Poltekkes Kemenkes Yogyakarta offers various programs across four campuses, incl","Dokumen ini menjelaskan informasi terkait Poltekkes Kemenkes Yogyakarta, meliput",fixed
doc_3877bace-f753-4e62-a5df-1a2f00f89ebc_14,HASIL SELEKSI TAHAP II (AKHIR) SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,14,"This document is a ""SURAT PERNYATAAN"" (Statement Letter) for male students of Po","Dokumen ini berisi tiga surat pernyataan. Surat pernyataan pertama (Lampiran 2, ",fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_5,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,5,"This document, dated June 4, 2026, outlines the uniform costs for the S.Tr. Sani",Dokumen ini berisi rincian biaya seragam untuk program S.Tr. Sanitasi Lingkungan,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_2,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,2,"This document, electronically signed by Balai Besar Sertifikasi Elektronik (BSrE",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_5,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,5,"This document chunk outlines requirements for the ""Seleksi Tenaga Kesehatan Untu",Dokumen ini berisi persyaratan untuk mengikuti Seleksi Tenaga Kesehatan untuk Be,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_4,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,4,"On May 19, 2026, Dr. Iswanto, S.Pd, M.Kes, Director of Politeknik Kesehatan Yogy",Dokumen ini berisi daftar nomor pendaftaran untuk Program Studi Terapi Gigi Prog,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_6,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,6,This document is a declaration of commitment from a student to Poltekkes Kemenke,Dokumen ini berisi dua surat pernyataan yang ditandatangani secara elektronik. S,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_3,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,3,This document repeatedly states that it has been electronically signed using a c,Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_98bd96b9-5597-4688-882e-b16b3c190146_0,3173. PENGUMUMAN  PEMANGGILAN CADANGAN 2 SPMB BERSAMA,0,"This announcement, dated May 26, 2026, calls for reserve candidates for the 2026",Pengumuman Nomor ${nomor_naskah} tentang Pemanggilan Cadangan 2 Seleksi Penerima,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_3,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,3,"This document, electronically signed by Dr. Iswanto, S.Pd, M.Kes, Director of Po",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_0,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,0,"This announcement, dated ${nomor_naskah}, details the final selection results fo",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi tahap II (akhir) cada,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_7,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,7,This document outlines the requirements for new students at Poltekkes Kemenkes Y,Dokumen ini berisi persyaratan bagi mahasiswa baru Poltekkes Kemenkes Yogyakarta,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_6,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,6,This document outlines tuition fees (SPP/UKT) for various programs at Politeknik,Dokumen ini berisi rincian biaya untuk berbagai program studi di Politeknik Kese,fixed
doc_5d963dcc-1dde-4ad1-bae9-f3911acd0c8c_7,2995 PENGUMUMAN HASIL SELEKSI TAHAP IV (AKHIR) SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN PROGRAM RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,7,"This document is a ""Statement of Willingness to Pay Single Tuition Fee"" (Surat P","Dokumen ini adalah surat pernyataan kesediaan membayar Uang Kuliah Tunggal (UKT)",fixed_on_retry
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_9,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,9,"This document contains two ""Surat Pernyataan"" (Statements) from Poltekkes Kemenk",Dokumen ini berisi tiga lampiran. Lampiran 2 adalah Surat Pernyataan Kesediaan M,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_2,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,2,Kemenkes Yogyakarta has multiple campuses offering various programs. Kampus I in,Dokumen ini berisi informasi mengenai lokasi kampus dan program studi di Poltekk,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_1,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,1,All health test results are the property of the committee and cannot be reclaime,Semua hasil uji kesehatan adalah hak panitia dan tidak dapat diambil kembali. Ap,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_9,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,9,This document contains two statements. The first is a general declaration of tru,Dokumen ini berisi tiga lampiran. Lampiran 2 adalah Surat Pernyataan Kesediaan M,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_8,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,8,"This document contains two ""SURAT PERNYATAAN"" (Statement Letters), one for femal",Dokumen ini berisi dua lampiran surat pernyataan yang ditandatangani secara elek,fixed
doc_98bd96b9-5597-4688-882e-b16b3c190146_4,3173. PENGUMUMAN  PEMANGGILAN CADANGAN 2 SPMB BERSAMA,4,This document is a questionnaire for prospective students applying to Poltekkes ,Dokumen ini berisi kuesioner wawancara tertulis untuk calon mahasiswa baru progr,fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_7,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,7,This document outlines the requirements for new student registration at Poltekke,Dokumen ini berisi persyaratan pendaftaran calon mahasiswa baru Poltekkes Kemenk,fixed
doc_98bd96b9-5597-4688-882e-b16b3c190146_3,3173. PENGUMUMAN  PEMANGGILAN CADANGAN 2 SPMB BERSAMA,3,"This document outlines exam requirements for participants, including no extensio",Keterlambatan pengerjaan soal tidak ditolerir dan tidak akan diberikan perpanjan,fixed
doc_98bd96b9-5597-4688-882e-b16b3c190146_2,3173. PENGUMUMAN  PEMANGGILAN CADANGAN 2 SPMB BERSAMA,2,For participants who passed the main selection for the Diploma Three Medical Rec,Seleksi wawancara Prodi Rekam Medis dan Informasi Kesehatan Program Diploma Tiga,fixed
doc_98bd96b9-5597-4688-882e-b16b3c190146_5,3173. PENGUMUMAN  PEMANGGILAN CADANGAN 2 SPMB BERSAMA,5,"This document chunk lists various medical examination items, including ears, nos",Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_879d53b7-baf7-45d1-9a29-f09892cee933_0,3503 PENGUMUMAN HASIL KONVERSI/ASSESMENT SPMB JALUR MANDIRI PROGRAM STUDI SARJANA TERAPAN (RPL) GELOMBANG 2 POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,0,"This announcement, dated June 10, 2026, presents the conversion/assessment resul",Pengumuman NOMOR : ${nomor_naskah} ini berisi hasil konversi/asesmen SPMB Jalur ,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_6,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,6,This document outlines tuition fees (SPP/UKT) and accommodation costs for variou,Biaya untuk program D.III Keperawatan adalah Rp 1.620.000 untuk seragam dan Rp 6,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_0,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,0,"This announcement, numbered ${nomor_naskah}, details the final selection results",Pengumuman Nomor: ${nomor_naskah} ini berisi hasil seleksi tahap II (akhir) cada,fixed
doc_d0151a86-37c1-4ac5-8968-caebab366c68_5,3134. PENGUMUMAN TAHAP II SPMB Bersama Cadangan 1,5,"This document, dated May 25, 2026, outlines the uniform costs for the Sanitasi L","Dokumen ini berisi rincian biaya seragam, SPP/UKT, dan total pembayaran untuk ma",fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_9,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,9,"This document contains two declarations: a ""Statement of Willingness to Pay Sing","Dokumen ini berisi Lampiran 2, yaitu Surat Pernyataan Kesediaan Membayar Uang Ku",fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_7,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,7,This document outlines requirements for nursing and midwifery students seeking t,Dokumen ini berisi persyaratan untuk bekerja di luar negeri bagi jurusan keperaw,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_3,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,3,This document chunk repeatedly states that it has been electronically signed usi,Dokumen ini telah ditandatangani secara elektronik menggunakan sertifikat elektr,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_5,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,5,"This document, dated June 15, 2026, outlines the uniform costs for the S.Tr. San",Dokumen ini berisi rincian biaya seragam untuk program studi S.Tr. Sanitasi Ling,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_8,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,8,"This document contains two ""SURAT PERNYATAAN"" (Statement Letters), one for femal",Dokumen ini berisi dua formulir surat pernyataan untuk mahasiswa Poltekkes Kemen,fixed
doc_279b5767-9c4f-4944-b2a8-f6d5c3584d7e_2,3357 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 2 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,2,Poltekkes Kemenkes Yogyakarta has multiple campuses and departments offering var,Poltekkes Kemenkes Yogyakarta memiliki beberapa kampus dengan program studi yang,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_2,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,2,Poltekkes Kemenkes Yogyakarta has multiple campuses and departments offering var,Poltekkes Kemenkes Yogyakarta memiliki beberapa kampus dengan program studi yang,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_4,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,4,"This document details uniform costs for various D.III and S.Tr. programs, includ",Berikut adalah rincian biaya seragam dan SPP/UKT untuk berbagai jurusan dan prog,fixed
doc_52a22799-743e-4ab4-a9b7-2dfb85882f87_0,HASIL SELEKSI SPMB TAHAP III JALUR MANDIRI (PASCA SANGGAH) PROGRAM STUDI SARJANA TERAPAN RPL POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,0,"This announcement, dated Monday Pon, May 15, 2025, declares the results of the T",Pengumuman NOMOR: ${nomor_naskah} ini berisi hasil seleksi SPMB Tahap III Jalur ,fixed
doc_0dc03415-6e49-4d8a-ab05-676edc382958_1,HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 3 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027,1,"Health is a committee right that cannot be revoked. If the quota is not met, res",Hak uji kesehatan adalah hak panitia dan tidak dapat diambil kembali. Apabila ku,fixed
